Shop on eBay,Brand New,$20.00,,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Shop on eBay,Brand New,$20.00,,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Apple iPhone Se 2nd Gen 2020 64Gb 128gb 256gb Unlocked Verizon Great Cond,"Free Shipping, Free 30 Day Returns, Bonus Accessories",$159.99 to $284.99,25% off,Free ,,https://www.ebay.com/itm/135040052957?epid=15057051674&itmmeta=01HZ7FS3373B639VZE2MSPF2Q0&hash=item1f7103aedd:g:8awAAOSwtb5mMQEL&itmprp=enc%3AAQAJAAAAsBIHwqaonWdQLKWFdOsa8Hl5qn1MBaVM9rxLB0n66GT9FuyMP102klv3jddkMZ3Tp8KkTeIiNaHrdWhwrBuiJz78v0OA4wymw16VrlGBJ8TitnoYzde2CF8kBxxWK%2B4hIgXRHxs%2BmZySKDHxRfKeiA1CFs8uIgw2Dip782BsH%2B6FCn1zOzKUEO2PNky9Z2q4DPc2mkzTvaM1dpRF1gkJNmi%2FkrqmxeeX6cxA4oh9zyle%7Ctkp%3ABlBMUJKy5O_5Yw
Apple iPhone 8 64Gb 128gb 256gb Black Gray Gold Red Unlocked Great Condition,Pre-Owned,$134.99 to $249.99,37% off,Free ,,https://www.ebay.com/itm/135040057160?itmmeta=01HZ7FS337H0PJ9M2CGSQNK3B7&hash=item1f7103bf48:g:JqgAAOSwk2tmMRLb&itmprp=enc%3AAQAJAAAAsFwEtgavdPb%2FPTKCwIJboUoAn7MjlwCc9mdUChnmHxC0uhI91yYZCJP4ibbVHrckVPja2X2NCCLZB%2BhkCi4U%2BlU4Klt5Dkhl35CmOp62DdiyTuf97deGxCjZY2Uej63%2Bqrato%2FrRAAI%2F6%2B0Unjd59muxtYW1IARCcwgIuHPVO2U0GmLsDk3pMihG2ZsuEa8p4VjVAHjsVnoHAN5odgp4weyUdxxiidORmTKrQJimjja%2F%7Ctkp%3ABlBMUJKy5O_5Yw
Apple iPhone 8 64Gb Black Space Gray Unlocked Fair Condition,Pre-Owned,$114.99 to $219.99,13% off,Free ,,https://www.ebay.com/itm/135040060216?epid=239093125&itmmeta=01HZ7FS337J5VMZGB9F9A6YJ29&hash=item1f7103cb38:g:JqgAAOSwk2tmMRLb&itmprp=enc%3AAQAJAAAAsNeaWVSIkgkrAdAMZMr4MylL9qaDF%2BW8Ra6OkQsAPtbu0PIqBxUVkC56AZ6cAzxgX%2BRXNIAV2a1fSX6AA2Ht3CcucjdEFdOptVT1cgQkuWptqcof%2Fh5LnqEzX2TzvL0MSBDbUmKTTbudtfTDz%2FWY2sAN22MR9y0A%2FVhd79YYPLC7yg2tLTgeH7ra%2BvBiVJ7R7tbRy5ThiUIhKqLmsH2VurT8nVk5%2F9BQG4WEzzNOrRRH%7Ctkp%3ABlBMUJSy5O_5Yw
Apple iPhone XR - 64GB - Factory Unlocked - Very Good Condition,Free 2-Day Shipping | 1 YEAR WARRANTY| Free Returns,$169.00,,,,https://www.ebay.com/itm/124894860851?epid=9037653880&itmmeta=01HZ7FS337TSN2QHDK82SG737H&hash=item1d14505633:g:I1QAAOSwdRVhO6Lu&itmprp=enc%3AAQAJAAAAwDbLHq35Hou4SmKBiP5EvEkpWxA%2FIiQGNo2BXKTe3WAPw5THARql3AGZMvZjsR2ZVVnDU61gQxrouTnvOOSmqtOufTAGGhL3UYALgSQR1HgXlRTndwJxobMLdP396IWpy%2F2Aj6N%2B1yRReNFd76ItGyvzUS5V4TCSugIgrZKUHiMiGyt2V0sVfHxPMGJuAv5InrXJMZKOaLpGVpl3MRobqJdWPUHxkaTZoiTGT35ZDgE5yzG19DCENDOuWXQqL7UtQw%3D%3D%7Ctkp%3ABlBMUJSy5O_5Yw
New ListingApple iPhone XR - 64GB - Black (Unlocked) A1984,Pre-Owned · Apple iPhone XR · 64 GB · Unlocked,$99.99,,+$7.99 ,,https://www.ebay.com/itm/156235200730?epid=9037653880&itmmeta=01HZ7FS3375ACHE3KAQH6RAQHV&hash=item246057f8da:g:Go8AAOSwS7JmWcc6&itmprp=enc%3AAQAJAAAAwDRBeWOn0lSsYBz0CSPnfdlaQoFXXNmH3jaZM3zb5VARpeiIcdUo7AqsBeRhmG%2Fb6ZX759hMrKbdFhf1iz6VmLY6gIiOPKF2HtMC3UyCZbYZWu0KdtHqNLG4%2F4OwMIUy7KBZGQSkqswzdXHqGC5PQIN9%2Fj1mddPQZwyG%2FrWy3RW%2FD1ujvCS3Z4up2Yfahwv5j2oag7pPGEC8%2Fr6%2BGZAIVy4CgjlqZ9xbZDZh5q4JA82KcehiiEplIC6T8ZCqyDfpKw%3D%3D%7Ctkp%3ABk9SR5Sy5O_5Yw
New ListingApple iPhone XR - 64GB - Black (Unlocked) A1984,Pre-Owned,$99.99,,+$7.99 ,,https://www.ebay.com/itm/156235266016?epid=6038880603&itmmeta=01HZ7FS337Q990T04W1R2ADRRW&hash=item246058f7e0:g:uD4AAOSwLZlmWdOC&itmprp=enc%3AAQAJAAAA4Itqqo6h7%2FuhuIET%2BZ6qapx9uWn8PglX72RN3sTrCKes11qaoWhMu5C4UUb7W3jfsbODF6218lQTMz1xfRI2RuasqKvo4c81Iiz6Q9eeZbiBgcvm5OntL46cF%2Fb%2FLx%2BHtJl3Ijei5NAMfl8gPAUG2dSuCU1xxn%2Fu5yyx71G0FO24SKXWUO3M%2BmtfjEqysYbhjSvkt061EiBcD%2FHuDCYIcz6H0V83Pi7wzLDOIVMxt1YCTJKOE4x75xHAmBq%2By6mA%2F0CUcN0ixVLKIhKhXGrraV3XBwxnLUmFlkHWVOryAzjJ%7Ctkp%3ABk9SR5Sy5O_5Yw
New ListingApple iPhone 15 Pro -Blue Titanium FOR PARTS ONLY READ,Parts Only · Apple iPhone 15 Pro,$399.00,,+$8.74 ,,https://www.ebay.com/itm/296470177437?itmmeta=01HZ7FS337QNN728E4YR7JAKRH&hash=item4506ffe69d:g:1o8AAOSwF2tmWdGm&itmprp=enc%3AAQAJAAAA4D2UaVU73IHGKwyTvpomfF2KEiPIse5czOgaUxo%2Fr9nndEoCO5gajBEJC7zqp5M6VYGXuR7aiYPJCx0qpe147Ip6VeLshTVW6hxwBcSRmzf0GeybFdMkgRjSoIfNG9PgDd1Xc2wX1hg4OU5sDaJfp6hctivypQF%2FUfLgUhF7TlukWz4TLqPJ7Epo4b8bSuTBBDVjXMal6jO0dYcijhMqSZ62c7AP4A757eRgARALaqdjXnqRapNLtdNTJHLRY8%2FWNnhLEMl3kVvarVds3o4Ts6kapYw5tgzueDNp6MqUtz1Z%7Ctkp%3ABk9SR5Sy5O_5Yw
New ListingT-Mobile Apple iPhone 12 64GB 15.7 Blue MGEK3LL/A Clean,Pre-Owned · Apple iPhone 12 · 64 GB · T-Mobile,$199.99,,Free ,,https://www.ebay.com/itm/276489099765?epid=13043202634&itmmeta=01HZ7FS3370KFC0JAYERX5E7H7&hash=item406008d9f5:g:9uMAAOSwIpJmWchw&itmprp=enc%3AAQAJAAAA4Gt4%2F4jMQen7jRvg9g4VcsrzO5zlLm%2Ff4aQl64VJtwO2sEmm%2BoiZwF08k26vCYJqnQMrUamkQMpkZ6j0UpgQbofdiaJ72svteJjcHHoBZ3M4WdLGCTt91k4Cpy7PK0NJaehZISLk1ZFCUzAq712u6BstGDb6e63SfysUki9LKMO2Sab8n6z4jlGnEof6moIb1N8vEdoLMmn0%2FG5391nEErCBXUojms7abarqDBH1HIUd0HUJwU%2BoABUzjLso7QcZliwJ4ZMkDbAOBzcah0c24pxTJmvIrLSOuB9wk4c6r7JY%7Ctkp%3ABk9SR5Sy5O_5Yw
Apple iPhone X 64GB 128GB 256GB ATT T-Mobile Unlocked Verizon Good Condition,,$138.00,,,,https://www.ebay.com/itm/176213728062?itmmeta=01HZ7FS347NHR594413BSQNEGE&hash=item2907281b3e:g:VB4AAOSwygZlm~wH&itmprp=enc%3AAQAJAAAA4IGgefq0b9BA0rlvVXQfmq5bGCpiyhaI9IbF1Ci6KTzA7DlIEDU3HbM6OsjdtGg0jZK1ggHIAdpB%2FqGCQC7NGJhz0D3LC3aeXhaPobiJCHhOIeoPN34pNFn9l2yAf5Q%2FlgfOQpTNgC5yMwrqrAHcTRMN6EYxmqMjGCW7xynxJGwkL9%2FvJDM1H1Bq9UleycJzmRQa1Jg%2BGUd8xAUolYc9%2FsImw6qEcA%2BY%2FYWF7TaeiGZhJIx%2Br1zSaOycjb%2BMGDl%2BOXu5u6nlVar9Fdc56eeZTVe%2BMlRxUrl%2BQBKeGVBGqAH4%7Ctkp%3ABFBMkrPk7_lj
Apple iPhone XR - 64GB - All Colors - Factory Unlocked - Good Condition,,$147.01,,,,https://www.ebay.com/itm/335240234966?epid=25023701275&itmmeta=01HZ7FS347Y7FBSZCD6014QQYG&hash=item4e0de007d6:g:cwUAAOSwYR5lZlNw&itmprp=enc%3AAQAJAAAA4Bd1p0Z92y6%2BK4k0oT25X8zGlcMYvBqxyuIQd7EoacJalwQ4XvtXqYyFmradWTo5%2BND7PabztuEcMXq4UbYs%2FZw0L7z9hx%2B%2FzU2TPux8a7E3HFDnb53HevgtbJHnonjP5nOSUsx78TdjlerTwLDiDK38p1XaO%2BeGGOPuuh2ZMH2DMiAsdSOLWWAy6i05I1PA0xtfPbSbMdH9hlElr3yPSvVmSZumudhxCsS4WTtdE0jUXjkHJo%2FA7kf%2FzR18r5bDQ%2FSy0ABMT3LrF5BMxmFXo7tIQI%2FLC8yeJOfyoULbTLxx%7Ctkp%3ABFBMlLPk7_lj
Apple iPhone 11 Pro Max A2161 256GB Silver Unlocked iOS Smartphone - EXCELLENT,,$390.00,,,,https://www.ebay.com/itm/176398588475?epid=23034220736&itmmeta=01HZ7FS3470YWHGMHC07NH4GX7&hash=item29122cda3b:g:N5YAAOSwCtlkzUn8&itmprp=enc%3AAQAJAAAA4LRp2q%2Bu4Ib4wL8DAyXCNinkLSm319v3%2BhQPsQ%2B51OpWnisgbJGrSPbWsV2YHHXAfXFD86ZpsJmFMXGujr4cfmVQHPO5AeRcH7Q9VSCYyaKkbPhztXAbKJhkpnCVSwZhf1TGfSCtX956OIa9%2FOkb%2FlDBr%2BTweLTZJEZ4AZHCDwfxYLDJK32bvRYheYC3SJQXKtEmovOpqt4c5nfIX8dr0AIitLVctleSehQWkkY9KiRDrbo0Q5vbRuUVxGJqR3U52zqck5fYlsPAopvHDZR9g7syjhaqvnf1nKM%2F8hAFMm75%7Ctkp%3ABFBMlLPk7_lj
Apple iPhone 12 - 64GB 128GB 256GB - Factory Unlocked - All Colors - Good,,$289.85,,,,https://www.ebay.com/itm/204531365720?epid=25041703793&itmmeta=01HZ7FS347A28X4RSTT8JCT13V&hash=item2f9f04f758:g:unsAAOSwBLBlpZhY&itmprp=enc%3AAQAJAAAA4D8qdEJ21cYRCDL3bIKZkYyVJsrk1v%2FkDry6loLdFjry4ho25zQ0EbXHP4p3JJS9sBzeFyoOq9uFrn7aut7iK8n99VhtRfuhc%2BjwRRSPhWwgJqE9xZjSE6zYWQXtLR924QgAYcWdp%2FdZRngvNLQuJrdUSnWx4CZ4uTNaYFlh14bl7aIpAlBF85fvyZaJToMYTk1Ed9mR446x22gduTZPEJxIWvcMNUjHsSX8hbFD6F6E2P8C%2FHsf0qztmxlWDbGT%2FX3jV969hnHuNAPd%2BMUq%2Bd3%2BJPM4Na06q1miLxEQzl4W%7Ctkp%3ABFBMlLPk7_lj
Apple iPhone 12 - 128GB - Factory Unlocked - All Colors - Good,,$289.85,,,,https://www.ebay.com/itm/204531323751?epid=16041710007&itmmeta=01HZ7FS347C9J8Z5CZAAENM614&hash=item2f9f045367:g:xAMAAOSw6O9lpaCv&itmprp=enc%3AAQAJAAAA4GdNWG2Ehx5%2BCuEYCJ4S1WPIykARLYZyF0iXL%2B7sklFgFs%2BYvg1E%2FUEsKmujjDpX3uQP6Qb83TtvoKkw7rMDlzB29V4WVN%2FPj%2F5df0P1%2FQHltMC3Azspc3BsbZjC%2F0TkFgA7SE5q49QLXSPNteIwAXuoTcPvFQOtQ6jerc3PsEpAS56viBWP2AKSWwP%2FZ5mRY%2FuEEbyGOaffGR0zGQ2JgjIyvuNs8RQhxtZ%2Fzxkn3MbbhFUMoriK%2BD2DQ5N3PzgOLA%2BheDLpMe28vbeIs%2FGGOKr3c6IWTB%2BHO1Oj4rYSq4jz%7Ctkp%3ABFBMlLPk7_lj
Apple iPhone 12 Pro 512GB (Unlocked) - Graphite - Good Conditon,,$353.95,,,,https://www.ebay.com/itm/364827116288?epid=24041710548&itmmeta=01HZ7FS347MGT9EZ9E5T7BGS0Y&hash=item54f1640300:g:-VYAAOSwa3tmEBFL&itmprp=enc%3AAQAJAAAA4GLovqZRmdMbACDYs8RpNHtlSqnYd1cdtKU0VZFGka3IehoxJoXN5TMeLutl9lu8kno3tYpXlGR%2BeVOT1nG9CzO%2FnTPsOFBBLqg8gGxcf%2F5kQfJQqaxAZW2JSEqNV7C3whJGfXGfAKFhZ4DQmJ7om35WPZoI4yO3Gz3rmkHiZ4ux6KuddqQt3r7QSrBNDqtms5zTGonJsWg1GyBnh1VAJiFg6zjWVdpTA2SrFc0bUNTCKPi5vZBasZeoj1fpCIV3SwV%2FTUio2K3pMubjJzRTynVbNNQ54VEvc84jalCpDwDu%7Ctkp%3ABFBMlLPk7_lj
Apple iPhone SE 2nd Gen. - 64GB | 128GB | 256GB (Unlocked) A2275 - Good,,$174.95,,,,https://www.ebay.com/itm/256355718360?epid=3037860076&itmmeta=01HZ7FS347A7KM223WMKYQE5V8&hash=item3baffdd4d8:g:4nsAAOSwr01lizVV&itmprp=enc%3AAQAJAAAA4I0XHHiioXcN2o1lLSbSRq1xlI5btw1V9Q3W%2B67JJg%2BncE69LLw%2FVBCK2j7ywty6Cb0eePH25Cjyiz7Flu8QTu7BAsin0ya7bPijTLtY7kZu%2BSgpzPFYS8Hxm1lFmMhNgC4H%2FJzo5D6SvNm9EwSRbFo301N7hyJxO6k2k%2FA03aGDtMUT6JwhPg73gs9O%2B0Pi1xcF%2BNCqgLRi1%2FYka6MuxQhwT%2BZ%2BQ2mEK5wup9XxpJ7A%2BvnA48ETgo5Kn7EAqkbif%2F4CcwP17%2F3X6LDHF%2F1cI0znahcXD1mdNx%2FwtYUWtsYP%7Ctkp%3ABFBMlLPk7_lj
Apple iPhone 11 64GB (Unlocked) - (PRODUCT)RED - Used Conditon,,$180.95,,,,https://www.ebay.com/itm/145705758483?epid=19034211465&itmmeta=01HZ7FS347X9SN5ER3W3BWYFPM&hash=item21ecbd6f13:g:OmQAAOSwbJ1mEExL&itmprp=enc%3AAQAJAAAA4JMvO05k1Wa4QzAPMF9KEY8%2Bq6M6mVsm096WB%2Ff9EvLnXwWnFZQdygsE1Au4EJZE5j%2B614YWVz6nKiZfUNDNtAgtpnrMAebo6%2FDCwNTppT5Au8%2FOvBJAi9vjjq4RYsU25CZDzZ%2Bb9LeZpdSCTMXQNbifL2uym0A8EMIRT0jr3JiZefRZHZJBzztJYJdZqapk4TWV9zl7BNS79S3nUdSAHspLl%2FAPMq4a3Lv9U18FZRE8HpbfZP6hUk%2B3xzfi9PUXpuAqOJ6iLEkDtdrb02VqqU5bsw0blBXCzagIzkg4z690%7Ctkp%3ABFBMlLPk7_lj
Apple iPhone 12 - 64GB 128GB 256GB - Factory Unlocked - All Colors - Good,Good - Refurbished,$289.85 to $309.85,,,,https://www.ebay.com/itm/204531365720?epid=25041703793&itmmeta=01HZ7FS338RR8DHD2GK7KVMF9T&hash=item2f9f04f758:g:unsAAOSwBLBlpZhY&itmprp=enc%3AAQAJAAAA4D8qdEJ21cYRCDL3bIKZkYywbxdgCJeiWG6t8%2F%2BSf2VjFf95R7ksa1Axu4R348iQfM%2BavrQXNm3Uxu1Hv4tWmAwQTy4bfTO%2FCt1Zbli2c9Np0Oj8P7EqvDTBAVRbqXqtbnMAQtU4b8SRk%2BsKSxUq9MlDxyO9Ok3H6tTlWgvb%2F4mLMMYGDxxoGpxXpCDkwD61zoK%2F8kilmFrJcqZS66vp%2FEHJ54fDjYZtaog9RuCTubjLlwxFGgAFONOWcv7JCFhBfh50xtHuP61tox6szyIDdIvSTSQ824HwJy%2BXoMuN6XO%2F%7Ctkp%3ABk9SR5Sy5O_5Yw
Apple iPhone 12 - 5G - 128GB Factory Unlocked GSM + CDMA - EXCELLENT,1 YEAR WARRANTY - FREE RETURN- FREE SHIPPING - UNLOCKED,$298.48 to $338.48,,Free ,,https://www.ebay.com/itm/134411668661?epid=4065001101&itmmeta=01HZ7FS3381JBP38AC9B3P6NM0&hash=item1f4b8f4cb5:g:P-UAAOSw84thmUOJ&itmprp=enc%3AAQAJAAAA4CpY18ROh%2BmPhNntITOYZNcAtiXwXCSCBvYTAXVvMi9BTjad%2By%2FP5q%2BkwRhYXp3W45l8NoBzRl9Ksvdf1mUezwI%2B8Ac399iUAtO0DDDWZbRIAfPfdpXuw%2Bos2oOPB87Mp0Mevl8AptiXFE09JDDm%2FYRhlxVZEXFKK79riSTthj3f9TGO%2B1Zg7afGF59PxZHAIvja%2FROrSg2qRnHVdcTCrkE2C1YiZlSAsNFpjUurllyXLV4%2B57ExzVRvBG7%2BkkLFaTLVEsYridynmZp3FQyHAJ6%2BzOzJ2BXpTS%2BXk7z0YDbQ%7Ctkp%3ABk9SR5Sy5O_5Yw
Apple iPhone 13 A2482 128GB Network Unlocked Very Good Condition,Very Good - Refurbished,$359.99,40% off,Free ,,https://www.ebay.com/itm/354393355064?itmmeta=01HZ7FS3387C5VYFRACSTQPFHS&hash=item52837d7338:g:DDcAAOSwEjhjcrCI&itmprp=enc%3AAQAJAAAA4LJcsqwP522dQL6gdzS6xQrr6Kq5y4%2FsCHD3cNN%2FC7epOMkAd40VWGZW8sfK3HN0dSASCo%2FqtEx9cIjxEpSzmVo4VAlHeS8OZ67nSbPMhfz3Oup%2B7BApCbIc2R727K4NMU9GDGJsSNoUcRdqt0I2KYyOBXGovVLhFYpVxHYcoUaXXfPWKQIHLAx8HwdEBwuerBGhtXOguTxteNSB5I2%2FjSjU72%2B1vhtVpzNOdYG3r3oC%2BiUU0no0teIdom9UaN9NjRVojHUnL07%2BvwnsJtZ7aY--%2FOS%2FBUFxxtThKWKpacP4%7Ctkp%3ABk9SR5Sy5O_5Yw
Apple iPhone X 64GB Silver UNLOCKED Very Good,Very Good - Refurbished · 64 GB,$159.99,54% off,,,https://www.ebay.com/itm/334657028211?epid=240455169&itmmeta=01HZ7FS3388A6FJBK1SMZ0HB85&hash=item4deb1d0073:g:BMMAAOSwFqFl-ysQ&itmprp=enc%3AAQAJAAAAsJJxGDJbav%2Bc0%2BEwLLpE0xO4npMcHuB1HDCjpKnpS0kwyFKgXcY7L%2BlI8lPueGe3chxKY7x1KCau5Z2PatUZk%2BHtFe8JYYBfco4R6mbq%2B4DtToz0RKMqczJ1faPoQrUS5sQzEU5oF5uaxxIutZHBnTpxR6lvoCS4%2Bn0qPd9Q14zgxwhZqa07xm4FowU9Asg9fdn3oyZGzQ88ZligouZAwLXVtYcKDUU8dVDeUHZxScOe%7Ctkp%3ABlBMUJSy5O_5Yw
Apple iPhone XR 128GB Unlocked 4G LTE Smartphone A1984 - Black - Excellent,Excellent - Refurbished · Apple iPhone XR · 128 GB · Unlocked,$179.99,,,,https://www.ebay.com/itm/375444295962?epid=10023711179&itmmeta=01HZ7FS338R1652MZXKEVW44KR&hash=item576a39511a:g:An8AAOSwB0JmTjpz&itmprp=enc%3AAQAJAAAAsIJqtXB6DQcy7RBDkHxn6LEqnd86vR0glpA9BwC7uiUAx062tTRtjtvi3iSLi%2FUdSeik3ean%2FaNOQpFQk%2F0NJL0T6JzHF0lXFT3mzP%2Fdd7S6jbvOpIrPX8IsVEfhQMiBCyb1cDO%2FGOrdeZuUXV0xgAwCJtRf8fQncMWvhcL0K%2FHjXdrAL1clX3%2BQSFhqIoWYHFXAIjLRADoiP6jDRwLBXstlbmlpm5M0Eu9nSedXGAdI%7Ctkp%3ABlBMUJSy5O_5Yw
Apple iPhone X 64GB Space Gray UNLOCKED Very Good,Very Good - Refurbished · 64 GB,$157.77,55% off,,,https://www.ebay.com/itm/334657028137?epid=2310781314&itmmeta=01HZ7FS338600WSD6Z1AYYPFCR&hash=item4deb1d0029:g:rpAAAOSwbUxl-y~7&itmprp=enc%3AAQAJAAAAsFxGUeUxD2wB0luUcHK5cAgj%2B3Qp5DIm9YbDhcPGn1jJy2YQRr5ZyKiHFxJBBKc6pJfyAESjoUXcI6eZE462aMmcBuoEAPatC0U6loizCK%2F1KatffVqaLt0HJtC709LF35i5XsTUGF24j0VDEZxn6XmhkIAazSJ3o%2F%2BqxoI6YADo91rbw3ZD7MVdUDM1C%2F7gOgiSYAYM2CfN39rMH2i7N14vl7YYFaGDqTmmy%2BJqej2y%7Ctkp%3ABlBMUJSy5O_5Yw
Apple iPhone 8 Plus 64GB 256GB Unlocked AT&T T-Mobile Verizon Good Condition,Free 2 Day Shipping!,$129.99 to $139.99,,,,https://www.ebay.com/itm/145543525213?epid=245220725&itmmeta=01HZ7FS3388AXCK6N2BR4HYAZJ&hash=item21e311f35d:g:rpkAAOSwuQ5lnNup&itmprp=enc%3AAQAJAAAA4EQfZZusJ1gkhQew0otQ2pWARTyPr2RUGnCrKB4%2FChwqTqn0IXn9kNaEEg5FAXHZOwOaraLBT97bIzckhlecVrG1%2FUzHLotg0ST14CmsryT2piNohzPA%2BChHovJWeebJmUQ06ytklIiSz2uub5XmI7%2BDF2YklSzmlFAhcJE5Pile2zzrsXwkxEJKVXWLowL6kKAjGDkH4uraQs0bW3MS5psbsPjWOvVjRZ8VC%2BK9gnQWhb0GY%2BJGY4WwIOWFqCS5oslO6sEY9MhDg9G5LJnZle7CbFJ5Nu9fDDVlxcITX2C%2F%7Ctkp%3ABFBMlLLk7_lj
Apple iPhone 12 Pro 128GB Unlocked AT&T T-Mobile Verizon Very Good Condition,FREE FEDEX 2 DAY - 60 DAY RETURNS - 1 YEAR WARRANTY,$334.95,66% off,,,https://www.ebay.com/itm/294304467850?epid=22065000738&itmmeta=01HZ7FS3387XHE6H5XY0N8A13W&hash=item4485e9cb8a:g:Fn4AAOSwJyxlDbtk&itmprp=enc%3AAQAJAAAAwHuo17wl%2FGUpVBwrIvHd%2Bt8CHzLqbF6piUBbHpkGsOAa2hiqmSyD8qo7deTgffrCYh3Hqo8xNsC2QxkvraWdaLSEFL0wcOCHHSpOB8H2Gr3Oq5qOM%2BQkIzg7r%2FiIllRH5SToafKdeB6PtCPrgVHmsWqw2exdYrtGmt4tXHS2o2bRbeLBH40aWQhkrFX589SKRTZuFsOK%2Bh%2Ftvv6Gv5xxEKPxDHLmBPMfvGFdYMs05rhaO%2F0BIP9mjP%2BFf81dMiam%2FA%3D%3D%7Ctkp%3ABk9SR5Sy5O_5Yw
"Apple iPhone 13, 128/256GB - Fully Unlocked - Used - All colors",Pre-Owned,$329.99,,,,https://www.ebay.com/itm/235272916954?epid=11064990113&itmmeta=01HZ7FS338M6JWEBKBP0BMHJHX&hash=item36c75bcfda:g:sMQAAOSwcSFkCfCZ&itmprp=enc%3AAQAJAAAAwBemjZE5E9JdxB%2BvjIfrHnaoh1G5TmXIt8PwZmpvRaOWFg6BhXicgFnjkHel49UN5oL5THoeMD0zjqRCee08%2FzaiDq9huVBizuCLjeJJGYntH5HM9UaLbauw6dnkrFAIZkDu42jmSY5pfj49gcQ%2BGF44oGjE02Os4OFF89EMEWjIbJbqX%2F4Uj%2FK2YABhD0Vohsk%2Byspd1YTkF4i%2FA3Nwz5yIPBf4bzLJXrwBjDO6c3s4SpifKwxBwiu7hR0LreCB6Q%3D%3D%7Ctkp%3ABk9SR5Sy5O_5Yw
